timestamp,open,high,low,close,volume,MA_10,MA_20,MA_30,MA_50,MA_60,MA_90,MA_100,MA_110,MA_120,MA_130,MA_140,MA_150,MA_160,MA_170,MA_180,MA_200
2017-08-17 00:00:00,4261.48,4485.39,4261.32,4427.3,145.708747,,,,,,,,,,,,,,,,
2017-08-17 12:00:00,4436.06,4485.39,4200.74,4285.08,649.44163,,,,,,,,,,,,,,,,
2017-08-18 00:00:00,4285.08,4371.52,4134.61,4340.31,720.722201,,,,,,,,,,,,,,,,
2017-08-18 12:00:00,4320.52,4340.31,3938.77,4108.37,479.166063,,,,,,,,,,,,,,,,
2017-08-19 00:00:00,4108.37,4184.69,3850.0,3957.6,298.518569,,,,,,,,,,,,,,,,
2017-08-19 12:00:00,3945.12,4149.99,3928.89,4139.98,82.791194,,,,,,,,,,,,,,,,
2017-08-20 00:00:00,4120.98,4211.08,4032.62,4106.53,71.235136,,,,,,,,,,,,,,,,
2017-08-20 12:00:00,4106.53,4185.94,4063.35,4086.29,395.847886,,,,,,,,,,,,,,,,
2017-08-21 00:00:00,4069.13,4119.62,3953.4,4023.11,522.291586,,,,,,,,,,,,,,,,
2017-08-21 12:00:00,4023.11,4070.49,3911.79,4016.0,169.451474,4149.057,,,,,,,,,,,,,,,
2017-08-22 00:00:00,4016.0,4016.0,3400.0,3866.48,503.638101,4092.975,,,,,,,,,,,,,,,
2017-08-22 12:00:00,3866.48,4104.82,3786.81,4040.0,463.046757,4068.4669999999996,,,,,,,,,,,,,,,
2017-08-23 00:00:00,4040.0,4242.32,4013.89,4237.99,436.522009,4058.2349999999997,,,,,,,,,,,,,,,
2017-08-23 12:00:00,4205.98,4265.8,4069.8,4114.01,564.614556,4058.7990000000004,,,,,,,,,,,,,,,
2017-08-24 00:00:00,4147.0,4250.94,4085.01,4202.0,418.186098,4083.239,,,,,,,,,,,,,,,
2017-08-24 12:00:00,4211.78,4371.68,4136.33,4316.01,369.232655,4100.842,,,,,,,,,,,,,,,
2017-08-25 00:00:00,4316.01,4370.0,4267.5,4361.27,317.047129,4126.316000000001,,,,,,,,,,,,,,,
2017-08-25 12:00:00,4361.27,4453.91,4247.48,4280.68,256.565611,4145.755,,,,,,,,,,,,,,,
2017-08-26 00:00:00,4280.71,4319.7,4228.99,4288.72,106.498937,4172.316000000001,,,,,,,,,,,,,,,
2017-08-26 12:00:00,4288.72,4367.0,4212.41,4337.44,121.609131,4204.46,4176.7585,,,,,,,,,,,,,,
2017-08-27 00:00:00,4332.51,4400.0,4285.56,4323.37,167.597269,4250.148999999999,4171.562,,,,,,,,,,,,,,
2017-08-27 12:00:00,4340.0,4386.79,4285.54,4310.01,183.095316,4277.150000000001,4172.8085,,,,,,,,,,,,,,
2017-08-28 00:00:00,4310.01,4365.4,4124.54,4308.0,289.414587,4284.151,4171.193,,,,,,,,,,,,,,
2017-08-28 12:00:00,4309.0,4399.82,4271.03,4386.69,314.427029,4311.419,4185.109,,,,,,,,,,,,,,
2017-08-29 00:00:00,4353.65,4417.61,4313.55,4368.5,295.370462,4328.069,4205.654,,,,,,,,,,,,,,
2017-08-29 12:00:00,4368.5,4625.85,4347.59,4587.48,308.174566,4355.216,4228.029,,,,,,,,,,,,,,
2017-08-30 00:00:00,4564.52,4647.51,4416.01,4498.35,445.128309,4368.924,4247.62,,,,,,,,,,,,,,
2017-08-30 12:00:00,4537.0,4609.92,4416.16,4555.14,363.340462,4396.37,4271.0625,,,,,,,,,,,,,,
2017-08-31 00:00:00,4555.14,4678.57,4555.14,4656.67,324.524617,4433.164999999999,4302.740500000001,,,,,,,,,,,,,,
2017-08-31 12:00:00,4674.97,4745.42,4631.41,4724.89,232.432185,4471.910000000001,4338.185,4275.142333333333,,,,,,,,,,,,,
2017-09-01 00:00:00,4689.89,4798.46,4654.88,4775.0,307.840767,4517.072999999999,4383.611,4286.732333333333,,,,,,,,,,,,,
2017-09-01 12:00:00,4775.0,4885.55,4725.81,4834.91,252.825599,4569.563,4423.3565,4305.0599999999995,,,,,,,,,,,,,
2017-09-02 00:00:00,4796.16,4939.19,4473.35,4630.01,466.548012,4601.764,4442.9575,4314.716666666666,,,,,,,,,,,,,
2017-09-02 12:00:00,4669.75,4675.0,4286.87,4472.14,462.600583,4610.309,4460.864,4326.842333333333,,,,,,,,,,,,,
2017-09-03 00:00:00,4508.5,4714.76,4456.8,4486.0,335.535161,4622.059,4475.064,4344.455666666667,,,,,,,,,,,,,
2017-09-03 12:00:00,4475.23,4583.84,4298.33,4509.08,355.681037,4614.219,4484.717500000001,4356.759,,,,,,,,,,,,,
2017-09-04 00:00:00,4505.0,4527.49,4052.0,4153.0,821.924754,4579.684,4474.304,4358.308,,,,,,,,,,,,,
2017-09-04 12:00:00,4153.0,4311.14,3972.51,4100.11,572.71986,4534.181,4465.275500000001,4358.768666666667,,,,,,,,,,,,,
2017-09-05 00:00:00,4106.97,4248.6,3603.0,4246.82,722.686125,4493.196000000001,4463.1805,4366.225666666667,,,,,,,,,,,,,
2017-09-05 12:00:00,4248.64,4484.99,4096.06,4366.47,506.252032,4457.354,4464.632,4377.908,,,,,,,,,,,,,
2017-09-06 00:00:00,4366.49,4597.79,4335.26,4548.13,529.023331,4434.6669999999995,4475.870000000001,4400.629666666666,,,,,,,,,,,,,
2017-09-06 12:00:00,4544.59,4662.87,4422.28,4619.77,278.340395,4413.153,4491.358,4419.955333333333,,,,,,,,,,,,,
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4613.94,245.62961,4411.546,4506.655,4432.487,,,,,,,,,,,,,
2017-09-07 12:00:00,4616.79,4788.59,4586.13,4691.61,254.800365,4433.493,4521.901,4451.740333333333,,,,,,,,,,,,,
2017-09-08 00:00:00,4691.66,4735.39,4586.13,4647.53,127.036328,4449.646,4535.852499999999,4466.591333333333,,,,,,,,,,,,,
2017-09-08 12:00:00,4653.92,4690.83,4028.93,4282.8,1005.218718,4427.017999999999,4520.6185,4465.484333333333,,,,,,,,,,,,,
2017-09-09 00:00:00,4282.8,4426.62,4150.06,4327.63,383.100668,4444.481,4512.0824999999995,4464.362999999999,,,,,,,,,,,,,
2017-09-09 12:00:00,4331.82,4400.6,4159.64,4258.81,275.682284,4460.351,4497.266,4463.634000000001,,,,,,,,,,,,,
2017-09-10 00:00:00,4258.81,4279.7,3801.0,4098.79,412.544427,4445.548000000001,4469.372,4457.303,,,,,,,,,,,,,
2017-09-10 12:00:00,4069.43,4283.0,4043.17,4130.37,247.828848,4421.938,4439.646,4450.400666666666,4340.9438,,,,,,,,,,,,
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4191.53,494.720202,4386.278,4410.4725,4446.005999999999,4336.2284,,,,,,,,,,,,
2017-09-11 12:00:00,4191.54,4313.18,4158.84,4208.47,205.268863,4345.148,4379.150500000001,4442.621333333333,4334.6962,,,,,,,,,,,,
2017-09-12 00:00:00,4208.6,4394.59,4201.9,4340.1,344.964833,4317.764,4364.655000000001,4443.691333333333,4334.692,,,,,,,,,,,,
2017-09-12 12:00:00,4343.01,4345.92,4040.8,4163.72,534.665486,4264.975,4349.2339999999995,4436.259,4335.799,,,,,,,,,,,,
2017-09-13 00:00:00,4159.72,4165.38,3796.8,3832.0,515.871549,4183.4220000000005,4316.534,4418.375666666666,4333.287,,,,,,,,,,,,
2017-09-13 12:00:00,3831.01,3991.01,3760.0,3944.69,397.590996,4149.611,4288.3144999999995,4396.949333333334,4329.3812,,,,,,,,,,,,
2017-09-14 00:00:00,3944.0,3993.0,3418.0,3481.02,697.680912,4064.95,4254.7155,4363.038333333333,4316.871,,,,,,,,,,,,
2017-09-14 12:00:00,3481.02,3666.0,3165.13,3189.02,967.340631,3957.971,4209.161,4317.501,4298.9256,,,,,,,,,,,,
2017-09-15 00:00:00,3188.01,3460.0,2817.0,2919.0,921.291279,3839.9919999999997,4142.77,4259.578666666666,4276.8434,,,,,,,,,,,,
2017-09-15 12:00:00,2870.9,3856.0,2870.9,3700.0,1047.575213,3796.9549999999995,4109.4465,4225.415666666667,4270.5234,4250.2789999999995,,,,,,,,,,,
2017-09-16 00:00:00,3674.01,3950.0,3470.66,3630.06,837.160812,3740.808,4063.543,4187.251,4265.795,4236.991666666667,,,,,,,,,,,
2017-09-16 12:00:00,3630.06,3800.0,3531.01,3714.95,460.403141,3691.4559999999997,4018.3019999999997,4149.919,4259.294,4227.4895,,,,,,,,,,,
