timestamp,open,high,low,close,volume,MA_40,MA_50,MA_60,MA_70,MA_80,MA_90,MA_100,MA_110,MA_120,MA_130,MA_140,MA_150,MA_160,MA_170,MA_180,MA_190,MA_200
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,,,,,,,,,,,,,,,,,
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,,,,,,,,,,,,,,,,,
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,,,,,,,,,,,,,,,,,
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,,,,,,,,,,,,,,,,,
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,,,,,,,,,,,,,,,,,
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,,,,,,,,,,,,,,,,,
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,,,,,,,,,,,,,,,,,
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,,,,,,,,,,,,,,,,,
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,,,,,,,,,,,,,,,,,
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,,,,,,,,,,,,,,,,,
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,,,,,,,,,,,,,,,,,
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,,,,,,,,,,,,,,,,,
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,,,,,,,,,,,,,,,,,
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,,,,,,,,,,,,,,,,,
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,,,,,,,,,,,,,,,,,
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,,,,,,,,,,,,,,,,,
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,,,,,,,,,,,,,,,,,
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,4139.6665,,,,,,,,,,,,,,,,
2017-09-26,3928.0,3976.99,3850.05,3882.35,526.727987,4129.598250000001,,,,,,,,,,,,,,,,
2017-09-27,3882.36,4249.94,3872.81,4193.0,628.170966,4131.714,,,,,,,,,,,,,,,,
2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,4132.577,,,,,,,,,,,,,,,,
2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,4134.787,,,,,,,,,,,,,,,,
2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,4143.849749999999,,,,,,,,,,,,,,,,
2017-10-01,4378.49,4406.52,4240.04,4378.48,726.963685,4152.31175,,,,,,,,,,,,,,,,
2017-10-02,4400.0,4561.63,4360.0,4380.0,655.756974,4158.961499999999,,,,,,,,,,,,,,,,
2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.323563,4158.811250000001,,,,,,,,,,,,,,,,
2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,4157.009,,,,,,,,,,,,,,,,
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,4155.88375,4159.1842,,,,,,,,,,,,,,,
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,4157.3585,4160.8626,,,,,,,,,,,,,,,
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,4158.26625,4167.155199999999,,,,,,,,,,,,,,,
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,4159.57925,4177.1556,,,,,,,,,,,,,,,
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,4165.3745,4191.1688,,,,,,,,,,,,,,,
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,4166.82875,4206.51,,,,,,,,,,,,,,,
2017-10-11,4783.06,4881.61,4710.0,4821.43,753.429396,4166.491749999999,4222.1386,,,,,,,,,,,,,,,
2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.701482,4190.43825,4248.4583999999995,,,,,,,,,,,,,,,
2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.82762,4218.96075,4275.1378,,,,,,,,,,,,,,,
2017-10-14,5650.0,5900.0,5580.01,5869.99,970.759046,4263.20775,4306.924,,,,,,,,,,,,,,,
2017-10-15,5855.03,5922.3,5400.01,5709.99,1343.523375,4296.795749999999,4334.375,4307.376833333333,,,,,,,,,,,,,,
2017-10-16,5710.0,5788.91,5585.19,5760.02,1528.996462,4325.302000000001,4363.3752,4331.9591666666665,,,,,,,,,,,,,,
2017-10-17,5760.0,5774.98,5508.63,5595.0,1429.869376,4347.88675,4387.5414,4356.736333333333,,,,,,,,,,,,,,
2017-10-18,5595.0,5596.0,5037.95,5512.06,2317.804373,4378.61825,4406.032999999999,4379.604333333334,,,,,,,,,,,,,,
2017-10-19,5513.0,5710.0,5490.26,5683.9,1881.722107,4414.2455,4428.6082,4406.2311666666665,,,,,,,,,,,,,,
2017-10-20,5683.31,6110.0,5600.0,6010.01,1972.97722,4461.2365,4454.3106,4439.464666666667,,,,,,,,,,,,,,
2017-10-21,6013.72,6171.0,5850.03,6024.97,1664.307693,4506.648999999999,4478.1118,4472.5475,,,,,,,,,,,,,,
2017-10-22,6003.27,6060.0,5720.03,5950.02,1362.092216,4551.306500000001,4507.6694,4503.147666666667,,,,,,,,,,,,,,
2017-10-23,5975.0,6080.0,5621.03,5915.93,1812.557715,4600.5875,4535.8063999999995,4529.812999999999,,,,,,,,,,,,,,
2017-10-24,5909.47,5925.0,5450.0,5477.03,2580.418767,4657.7877499999995,4563.3448,4549.752166666667,,,,,,,,,,,,,,
2017-10-25,5506.92,5704.96,5286.98,5689.99,2282.813205,4707.5375,4589.8152,4572.294666666667,4515.164857142857,,,,,,,,,,,,,
2017-10-26,5670.1,5939.99,5650.0,5861.77,1972.965882,4761.2080000000005,4614.6552,4598.157333333334,4537.688999999999,,,,,,,,,,,,,
2017-10-27,5861.77,5980.0,5649.24,5768.83,1403.706416,4812.929,4636.1996,4621.192999999999,4561.409857142858,,,,,,,,,,,,,
2017-10-28,5768.79,5850.02,5630.03,5719.64,1276.754412,4855.04475,4664.9364000000005,4640.062333333333,4583.976428571429,,,,,,,,,,,,,
2017-10-29,5709.98,6189.88,5648.01,6169.98,1804.778173,4911.543250000001,4703.1598,4666.976333333333,4613.743428571429,,,,,,,,,,,,,
2017-10-30,6133.01,6248.68,6030.0,6120.5,1473.687043,4967.05575,4742.9624,4690.2365,4643.807714285715,,,,,,,,,,,,,
2017-10-31,6120.52,6498.01,6100.0,6463.0,1511.774925,5038.381,4788.053000000001,4717.371333333333,4678.4220000000005,,,,,,,,,,,,,
2017-11-01,6463.0,6774.67,6338.02,6753.98,1675.615188,5117.33375,4839.8582,4755.402,4716.135857142857,,,,,,,,,,,,,
2017-11-02,6753.98,7300.0,6685.1,7019.98,2503.610803,5198.33325,4901.3640000000005,4797.250333333333,4754.764,,,,,,,,,,,,,
2017-11-03,7010.31,7346.34,6923.0,7115.04,1891.497592,5284.70875,4979.8844,4847.499166666666,4795.254857142858,,,,,,,,,,,,,
2017-11-04,7115.02,7480.99,6901.0,7357.09,1399.191767,5370.61725,5053.0262,4897.342833333333,4838.392714285714,4755.141874999999,,,,,,,,,,,,
2017-11-05,7357.27,7590.25,7279.02,7345.01,1207.83233,5457.183749999999,5125.6274,4942.7635,4881.749857142857,4793.391,,,,,,,,,,,,
2017-11-06,7345.1,7401.0,6906.0,6960.12,1763.019261,5526.36175,5190.83,4980.572,4918.513142857143,4829.037875,,,,,,,,,,,,
2017-11-07,6981.72,7198.49,6901.0,7064.04,1440.259494,5598.6002499999995,5251.4106,5026.926,4953.892571428572,4865.588625,,,,,,,,,,,,
2017-11-08,7070.0,7770.02,6651.0,7303.0,2822.298802,5676.807999999999,5319.2698,5077.6625,4993.147714285715,4905.797500000001,,,,,,,,,,,,
2017-11-09,7303.01,7392.0,7015.0,7079.99,1913.398308,5744.345,5382.8696,5126.822833333334,5026.792,4944.097375,,,,,,,,,,,,
2017-11-10,7079.0,7279.91,6255.01,6506.98,3254.704105,5797.5575,5440.809400000001,5165.131333333334,5050.678714285715,4974.934625,,,,,,,,,,,,
2017-11-11,6503.0,6797.98,6100.0,6245.05,2754.156861,5844.18375,5493.793000000001,5199.820166666667,5076.005999999999,5001.572625,,,,,,,,,,,,
2017-11-12,6245.05,6630.0,5325.01,5811.03,4968.483069,5881.7095,5534.4136,5230.925833333333,5094.605285714286,5020.260375,,,,,,,,,,,,
2017-11-13,5839.94,6697.47,5699.99,6465.99,2621.243039,5938.1445,5590.533,5285.542,5128.403571428571,5047.57675,,,,,,,,,,,,
2017-11-14,6465.99,6684.98,6311.07,6574.99,1254.292531,5995.2085,5643.6178,5333.4585,5159.953857142857,5075.546125,4975.195,,,,,,,,,,,
2017-11-15,6575.99,7298.0,6575.99,7240.06,1779.605845,6066.985,5710.772000000001,5392.210333333333,5197.386571428571,5112.1717499999995,5008.028111111111,,,,,,,,,,,
2017-11-16,7240.14,7940.0,7076.0,7864.5,2331.95675,6153.0225,5784.202000000001,5461.618833333333,5242.713571428571,5155.644375,5049.7628888888885,,,,,,,,,,,
2017-11-17,7876.98,7989.0,7451.0,7699.19,3982.395925,6229.50225,5854.6958,5522.6885,5291.5191428571425,5194.54075,5089.309666666667,,,,,,,,,,,
2017-11-18,7680.01,7819.99,7422.0,7761.94,3954.266477,6303.8769999999995,5926.4408,5586.886833333334,5341.563857142857,5234.62575,5130.1502222222225,,,,,,,,,,,
2017-11-19,7761.94,8123.15,7650.33,8038.0,3867.340444,6385.2505,5999.6306,5655.8535,5397.387142857143,5276.039624999999,5174.839111111111,,,,,,,,,,,
2017-11-20,8057.11,8319.99,7954.0,8212.0,3886.634348,6470.01475,6076.301000000001,5732.553666666668,5454.5804285714285,5318.25325,5221.194666666667,,,,,,,,,,,
2017-11-21,8212.49,8400.0,7801.0,8119.51,4544.474016,6537.2525000000005,6151.0912,5807.947666666666,5511.091714285714,5363.845375,5265.700222222223,,,,,,,,,,,
2017-11-22,8091.09,8322.68,8091.09,8205.92,3545.00571,6601.151,6229.009600000001,5881.713000000001,5571.966428571428,5410.055875,5308.921444444444,,,,,,,,,,,
2017-11-23,8233.03,8260.0,8000.0,8019.99,4093.952687,6654.901,6305.2376,5954.379166666667,5640.980285714286,5459.054375,5350.469333333333,,,,,,,,,,,
2017-11-24,8019.97,8369.0,7850.0,8138.0,4411.789112,6715.60125,6382.149,6024.666666666667,5704.3802857142855,5506.1984999999995,5392.697777777777,5270.6666000000005,,,,,,,,,,
2017-11-25,8138.99,8734.78,8090.0,8700.01,4292.623682,6789.101,6468.769200000001,6104.961,5775.595428571429,5557.2015,5441.475555555556,5314.8159,,,,,,,,,,
2017-11-26,8700.04,9350.0,8604.72,9128.02,4147.380237,6877.4265,6562.8696,6187.211333333334,5853.138714285715,5612.6566250000005,5494.157,5365.0124,,,,,,,,,,
2017-11-27,9128.0,9654.28,9112.04,9650.0,4521.625707,6980.875,6663.0696,6278.469666666667,5933.352857142857,5679.746625,5550.407222222222,5420.1126,,,,,,,,,,
2017-11-28,9650.0,9939.0,9570.5,9896.8,4917.210985,7086.197499999999,6765.2666,6373.838166666667,6018.878,5750.2215,5609.759,5478.2177,,,,,,,,,,
2017-11-29,9896.79,11300.03,8520.0,9687.88,13352.538715,7178.14425,6863.363,6462.327666666667,6101.562,5819.690375,5664.903333333334,5534.9365,,,,,,,,,,
2017-11-30,9687.88,10900.0,8850.8,9838.96,9389.574329,7273.494000000001,6963.7136,6553.335666666667,6190.547285714286,5890.0715,5720.503888888889,5592.9261,,,,,,,,,,
2017-12-01,9837.0,10898.0,9380.0,10782.99,6134.923633,7394.318249999999,7070.7734,6660.052166666666,6293.220428571429,5972.8123749999995,5790.624444444445,5659.6159,,,,,,,,,,
2017-12-02,10775.04,11190.0,10620.0,10890.01,4765.439757,7518.67025,7175.5740000000005,6769.719,6394.792,6059.628875,5861.523666666667,5725.3559,,,,,,,,,,
2017-12-03,10902.69,11825.0,10500.0,11165.41,5346.636524,7660.87975,7281.4824,6885.666,6502.0118571428575,6159.33375,5940.027000000001,5794.203200000001,,,,,,,,,,
2017-12-04,11165.41,11600.0,10802.0,11579.0,4663.424562,7808.1050000000005,7398.8626,7007.108833333334,6611.4154285714285,6257.82125,6020.166222222223,5866.6188,5712.597636363636,,,,,,,,,
2017-12-05,11571.03,11853.0,11447.68,11699.99,5550.732055,7954.0605,7517.662,7129.292,6723.096,6357.63425,6098.835333333334,5940.518599999999,5780.005909090909,,,,,,,,,
2017-12-06,11699.99,13615.23,11665.58,13550.05,6707.946319,8148.5909999999985,7676.763000000001,7281.4095,6856.768142857142,6480.76,6197.262444444445,6032.1521999999995,5865.839363636364,,,,,,,,,
2017-12-07,13541.01,16649.96,13050.0,16599.0,7487.065695,8420.574999999999,7898.501800000001,7480.726166666666,7034.2609999999995,6637.809875000001,6334.109111111111,6152.2674,5979.103181818182,,,,,,,,,
2017-12-08,16599.0,17204.99,14015.0,15880.0,17589.013136,8663.325499999999,8102.4238000000005,7665.610333333333,7201.479714285713,6787.434375,6463.233444444444,6265.516,6086.318727272728,,,,,,,,,
2017-12-09,15880.01,16269.3,12535.0,14656.07,13918.758687,8876.71475,8275.345,7830.1605,7348.302,6921.885249999999,6580.185666666667,6364.8278,6183.046636363636,,,,,,,,,
2017-12-10,14664.01,15720.12,12368.0,14899.98,16553.037173,9087.63925,8452.8452,7998.136333333333,7498.609142857143,7063.010124999999,6698.9802222222215,6465.4785,6281.773727272727,,,,,,,,,
2017-12-11,14946.26,17470.0,14901.08,16587.97,11820.401762,9333.489,8665.6042,8184.1025,7673.008714285714,7225.411375000001,6837.027444444444,6586.636799999999,6395.173363636364,,,,,,,,,
2017-12-12,16587.97,16976.45,15875.0,16349.99,9436.802411,9566.73925,8874.2854,8362.436,7845.0085714285715,7382.53625,6974.864111111111,6705.0459,6504.573181818182,,,,,,,,,
2017-12-13,16349.99,16546.0,14666.56,16033.29,12416.328801,9789.6955,9085.4106,8531.824333333332,8013.932857142858,7537.202124999999,7117.578222222222,6824.3777,6611.41509090909,,,,,,,,,
2017-12-14,16030.34,16445.0,15450.0,16334.98,11616.867151,10014.14275,9298.310399999998,8708.9075,8185.969285714285,7692.379999999999,7257.966888888889,6944.062800000001,6720.483636363636,6508.1421666666665,,,,,,,,
2017-12-15,16334.98,17991.0,16298.45,17539.83,9181.273947,10269.01325,9531.871599999999,8905.237666666666,8374.124,7863.0985,7411.576666666666,7073.2634,6840.754727272727,6618.598416666667,,,,,,,,
2017-12-16,17516.81,19539.0,17190.01,19102.66,4202.628709,10572.57675,9798.548200000001,9130.365333333333,8583.833428571428,8049.46925,7582.717444444444,7217.3739000000005,6974.536272727272,6743.550833333334,,,,,,,,
2017-12-17,19120.19,19798.68,18510.0,18860.02,9177.183434,10867.47625,10061.3558,9352.831333333334,8786.976571428571,8233.03825,7747.439777777778,7363.1461,7104.286636363636,6866.217833333332,,,,,,,,
2017-12-18,18860.04,19300.0,17029.98,18856.25,10624.633071,11156.307499999999,10315.0812,9572.370499999999,8987.966571428571,8416.55775,7913.508777777778,7509.120500000001,7234.2967272727265,6989.300833333333,,,,,,,,
2017-12-19,18856.25,18950.0,16300.0,17295.2,13210.74822,11411.687750000001,10538.5752,9760.457,9166.711428571427,8578.016375000001,8062.344333333333,7640.7688,7348.572272727273,7099.9608333333335,,,,,,,,
2017-12-20,17295.2,17720.35,14777.66,16488.98,13450.496693,11661.23775,10739.094799999999,9934.857166666665,9333.390714285715,8729.397625000001,8205.444222222222,7763.573899999999,7454.518363636364,7203.702333333334,,,,,,,,
2017-12-21,16480.52,17309.5,14022.0,15492.64,20324.2173,11892.427500000002,10913.868,10093.900833333331,9477.142714285714,8868.305625,8337.630555555555,7876.8631,7554.704727272728,7298.52425,,,,,,,,
2017-12-22,15514.03,15699.34,10961.0,13326.61,36076.271175,12080.317,11040.000600000001,10217.412166666667,9586.808857142858,8981.01325,8443.704000000002,7970.6822999999995,7634.864090909091,7373.6125833333335,,,,,,,,
2017-12-23,13326.61,14950.0,12978.18,13300.0,13141.538875,12251.16725,11163.6998,10347.795,9692.951857142856,9094.655875,8550.81488888889,8071.7921,7718.499454545454,7448.773583333333,,,,,,,,
2017-12-24,13300.0,13819.99,11640.0,13500.0,28557.534988,12424.2925,11286.558,10477.961833333333,9804.237714285713,9209.7505,8657.251,8169.7921,7801.531545454545,7525.12825,7267.225,,,,,,,
2017-12-25,13500.0,14300.0,12708.0,13699.34,15748.207607,12585.774500000001,11413.644600000001,10608.588,9917.656571428573,9326.37975,8766.328666666668,8269.636,7884.07309090909,7603.372666666666,7339.642384615385,,,,,,,
2017-12-26,13699.34,16050.0,13533.0,15689.01,15034.668104,12781.38725,11588.2224,10773.924333333332,10061.856714285715,9467.204875,8894.062111111112,8389.5262,7984.049454545454,7697.558666666666,7428.724230769231,,,,,,,
2017-12-27,15709.98,16498.05,14200.15,15459.99,14959.864723,12975.40725,11756.1414,10936.263500000001,10203.970000000001,9602.45475,9019.456444444446,8503.776,8085.660272727273,7788.162916666666,7515.80123076923,,,,,,,
2017-12-28,15459.97,15539.99,13150.0,14182.11,21717.858014,13135.911499999998,11893.723600000001,11069.799,10325.373,9719.89425,9130.65,8606.4967,8175.872090909091,7868.387666666666,7593.461384615384,,,,,,,
2017-12-29,14199.14,14981.0,13850.0,14378.9,18072.008116,13294.434,12039.701799999999,11207.439,10444.92857142857,9839.84225,9241.765444444445,8711.2857,8269.040545454545,7948.837750000001,7673.176,,,,,,,
2017-12-30,14378.99,14398.85,11750.0,12440.01,19221.158039,13400.13425,12158.3624,11307.055833333334,10536.572,9935.074499999999,9331.338,8799.5859,8343.872727272726,8012.213583333333,7737.791461538462,,,,,,,
2017-12-31,12345.1,14050.11,12149.98,13716.36,11768.989718,13540.055499999999,12307.788599999998,11423.0955,10647.519714285714,10038.653999999999,9435.075333333334,8900.7908,8430.71490909091,8089.24875,7811.655692307692,,,,,,,
2018-01-01,13715.65,13818.55,12750.0,13380.0,8609.915844,13669.407499999998,12459.167999999998,11529.095833333333,10754.149285714288,10135.27925,9535.853111111112,8996.7908,8516.490454545454,8163.173083333333,7881.378692307692,,,,,,,
2018-01-02,13382.16,15473.49,12890.02,14675.11,20078.092111,13835.785499999998,12623.350400000001,11655.097000000002,10885.550428571429,10245.34325,9652.147777777778,9106.941700000001,8620.909454545454,8251.298083333333,7961.3358461538455,,,,,,,
2018-01-03,14690.0,15307.56,14150.0,14919.51,15905.667639,14005.323249999998,12790.240800000001,11781.137333333336,11017.400714285715,10360.46225,9770.226444444444,9216.9293,8722.904999999999,8339.240083333332,8042.736384615385,7766.282785714287,,,,,,
2018-01-04,14919.51,15280.0,13918.04,15059.54,21329.649574,14164.3115,12946.6304,11909.712833333333,11148.797428571428,10476.70625,9889.010222222221,9328.7012,8826.037636363637,8426.238166666666,8125.425076923077,7843.243214285713,,,,,,
2018-01-05,15059.56,17176.24,14600.0,16960.39,23251.491125,14360.120750000002,13128.548200000001,12076.384,11308.676857142857,10618.773625,10028.314555555555,9456.3751,8946.586727272728,8528.478,8222.145846153846,7935.0433571428575,,,,,,
2018-01-06,16960.39,17143.13,16011.21,17069.79,18571.457508,14545.615500000004,13315.9602,12243.1465,11470.821857142857,10763.245250000002,10166.423333333332,9585.328000000001,9065.084727272728,8635.036250000001,8318.163615384616,8027.3991428571435,,,,,,
2018-01-07,17069.79,17099.96,15610.0,16150.03,12493.125558,14701.946249999999,13483.722000000002,12390.597000000002,11613.394,10894.071875,10292.67977777778,9705.081400000001,9176.357363636364,8734.12975,8407.355076923077,8113.568714285715,,,,,,
2018-01-08,16218.85,16322.3,12812.0,14902.54,26600.609912,14832.312750000001,13621.0128,12520.972833333333,11738.851714285716,11005.228500000001,10405.118444444444,9810.3217,9276.380454545455,8823.897833333333,8485.644692307693,8191.329714285715,,,,,,
2018-01-09,14902.54,15500.0,14011.05,14400.0,14315.004253,14946.33875,13744.7728,12652.523166666668,11852.23742857143,11109.916375,10511.547,9910.536900000001,9374.471454545454,8908.82725,8559.222307692307,8265.329714285715,,,,,,
2018-01-10,14401.0,14955.66,13131.31,14907.09,17411.001655,15049.44125,13880.524400000002,12796.890500000001,11968.710428571429,11221.87975,10616.848,10015.8078,9477.300727272726,8998.355333333335,8639.491153846155,8342.423142857142,,,,,,
2018-01-11,14940.0,14968.68,11400.0,13238.78,33554.723751,15108.160500000002,13981.1816,12920.686333333333,12057.550428571429,11313.415375,10701.168000000001,10105.0956,9563.289636363637,9075.806083333335,8706.642692307692,8406.157214285715,,,,,,
2018-01-12,13238.76,14109.78,12500.0,13740.01,16417.162137,15172.5255,14095.582,13041.92,12152.192857142858,11416.702625,10788.612666666666,10200.4098,9654.925909090907,9163.731,8780.795769230768,8473.723857142857,,,,,,
2018-01-13,13749.95,14580.0,13706.15,14210.0,12221.508528,15238.300500000001,14217.021999999999,13169.170166666667,12250.091571428571,11523.20275,10883.057222222222,10299.5855,9748.464545454544,9251.314333333334,8856.515230769231,8544.242142857142,8252.785066666667,,,,,
2018-01-14,14210.0,14339.5,12569.2,13474.99,17017.894329,15282.675500000001,14312.5216,13273.085666666668,12337.662714285714,11618.367999999999,10968.779111111113,10390.645400000001,9835.670363636365,9332.648,8924.632307692309,8609.706285714285,8314.051133333332,,,,,
2018-01-15,13477.98,14249.99,13147.79,13539.93,14652.094705,15282.4225,14400.7598,13367.676166666668,12431.66,11715.50675,11057.056111111111,10481.814699999999,9920.642454545456,9414.6475,8992.696307692308,8675.08657142857,8376.9282,,,,,
2018-01-16,13500.0,13542.93,9035.0,10900.0,63401.169175,15139.9475,14425.7598,13421.023,12486.459428571428,11780.26125,11116.922111111111,10544.4147,9981.783363636365,9471.855749999999,9043.597846153845,8720.176,8421.995,,,,,
2018-01-17,10899.99,11680.99,9037.94,10988.79,72331.796646,15017.667249999999,14447.599600000001,13474.803833333335,12539.113571428572,11840.496374999999,11175.865333333333,10606.4331,10043.729727272728,9530.845333333335,9095.366923076925,8766.130642857142,8468.011666666667,,,,,
2018-01-18,10972.59,11878.82,10435.33,10961.97,48464.434937,14925.314750000001,14473.081400000001,13523.536666666669,12594.57042857143,11901.01475,11230.887111111111,10668.2222,10103.579363636363,9589.695083333334,9147.917692307692,8810.681214285714,8514.318133333332,,,,,
2018-01-19,10960.0,11795.0,10360.0,11474.98,34129.375421,14839.689750000001,14505.8018,13577.919666666667,12665.541857142856,11963.6645,11291.442777777778,10734.7577,10168.092999999999,9655.236666666668,9203.813923076923,8858.110285714285,8563.884666666667,,,,,
2018-01-20,11474.98,13099.0,11412.45,12799.94,28768.857827,14744.988999999998,14546.1408,13655.926833333333,12759.183142857144,12039.239,11367.553,10808.4571,10244.637909090909,9731.937249999999,9270.246384615384,8917.594571428572,8621.790866666668,,,,,
2018-01-21,12799.8,12799.8,10965.0,11530.0,41379.773426,14624.489249999999,14558.940599999998,13711.328166666666,12840.882714285715,12095.61425,11429.931555555557,10867.2573,10310.274272727273,9796.520583333333,9328.594923076924,8967.744,8669.884133333335,,,,,
2018-01-22,11530.0,11926.35,9900.24,10760.05,43752.606791,14492.658250000002,14550.833400000001,13756.995833333332,12902.226428571428,12141.176875000001,11488.631777777777,10916.1579,10369.833,9855.6875,9386.833615384616,9015.314999999999,8713.079933333333,,,,,
2018-01-23,10760.05,11399.0,9905.0,10799.18,37473.922552,14354.26325,14535.237000000001,13801.348833333333,12962.572,12184.203,11545.400555555556,10967.0498,10428.985272727272,9913.007749999999,9441.442692307694,9061.262928571428,8756.1582,8469.672437500001,,,,
2018-01-24,10799.14,11570.48,10500.0,11349.99,27158.587762,14199.517249999999,14528.237000000001,13845.515166666668,13021.285285714286,12234.26525,11606.380777777778,11022.949499999999,10492.448818181818,9975.238083333334,9500.173769230769,9109.335928571429,8803.0914,8513.828125,,,,
2018-01-25,11349.96,11794.05,10950.21,11175.27,20839.954183,14001.332499999999,14480.7414,13879.636,13068.582,12286.954625,11666.452333333333,11078.752199999999,10553.83309090909,10033.423666666667,9557.675923076922,9155.647785714287,8848.3486,8557.99625,,,,
2018-01-26,11184.7,11643.0,10311.15,11089.0,33056.87196,13807.057,14370.541400000002,13903.619333333334,13117.007857142858,12337.266625,11726.11188888889,11134.5216,10612.460363636363,10091.0445,9611.937384615383,9204.263500000001,8891.692066666667,8601.427625,,,,
2018-01-27,11089.0,11650.0,10842.69,11491.0,18860.768345,13622.92575,14282.761400000001,13930.189333333336,13170.280142857142,12389.616624999999,11785.234333333334,11192.5926,10673.406272727272,10152.01375,9670.252461538463,9255.922,8937.931133333333,8647.707062500001,,,,
2018-01-28,11499.98,12244.0,11408.0,11879.95,16887.339524,13487.5445,14227.239000000001,13966.723833333333,13225.165142857142,12449.616125,11849.228222222222,11251.292000000001,10737.923454545453,10214.525749999999,9731.636692307693,9311.276142857145,8985.631533333333,8696.85675,,,,
2018-01-29,11879.95,11975.02,11139.55,11251.0,14170.377538,13356.595000000001,14154.259399999999,13990.257833333333,13268.579428571427,12508.916375,11902.428222222223,11303.552300000003,10796.37409090909,10271.79675,9790.413692307693,9361.579928571427,9028.405466666667,8741.925500000001,,,,
2018-01-30,11250.11,11308.42,9900.0,10237.51,25554.372946,13225.216750000001,14027.2502,13981.1665,13298.836571428572,12558.822125,11941.134111111112,11346.427200000002,10840.078727272727,10320.609333333332,9841.50323076923,9404.964142857143,9066.841266666666,8780.197375,,,,
